image,source_document,page,source_type,width,height,orientation_angle,orientation_confidence,orientation_applied,perspective_confidence,perspective_corrected,crop_applied,blur_score,brightness,contrast,skew_angle,skew_confidence,deskew_applied,contrast_enhanced,quality_status,quality_flags,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/facture-714315167-20140206__p003.png,facture_714315167_20140206.pdf,3,pdf,1654,2339,0,0.724,no,0.000,no,no,4736.704,247.724,29.684,-0.000,0.550,no,no,accepted,,e1cb25e7a26302977f40eb8d3ca4361561d0f6a1f268c6855e76a054adfcf743,0.046354,,keep,,yes
images/facture-edf-02__p001.png,Facture_EDF_02.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,3207.087,244.422,34.045,-0.000,0.741,no,no,accepted,,bce566fb0a080f75b5235a44d2d0e463f20837090c65a91be59983aeb9b61835,0.118837,dup_021,review,exact_duplicate,yes
images/facture-edf-02__p002.png,Facture_EDF_02.pdf,2,pdf,1653,2339,0,0.925,no,0.000,no,no,4277.247,227.452,56.881,-0.000,0.771,no,no,accepted,,b62b619377dfa32233880c56971e53165d55c286ca43782b2a5a03411877f0ed,0.239763,dup_022,review,exact_duplicate,yes
images/facture-edf-02__p003.png,Facture_EDF_02.pdf,3,pdf,1653,2339,0,0.923,no,0.000,no,no,5744.364,244.323,33.709,-0.000,0.846,no,no,accepted,,46880541a756559cf59683b9e84cab44b7690a0ffa48c26b7324f9a34e88ab27,0.082649,dup_023,review,exact_duplicate,yes
images/facture-edf-02__p004.png,Facture_EDF_02.pdf,4,pdf,1653,2339,0,0.256,no,0.000,no,no,0.000,255.000,0.000,0.000,0.000,no,yes,review,contrast_enhanced;blurry;overexposed,f1fa61989e6572bc441ba1607d58f31e5ce60845c27af6f53aad2aa7ba1b694a,0.000000,dup_007,review,exact_duplicate;low_content,yes
images/facture-frais-de-gestion-cb-taxi-11333-259053694__p001.png,FACTURE_FRAIS_DE_GESTION_CB_TAXI_11333_259053694.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,4243.657,246.952,35.753,-0.000,0.809,no,no,accepted,,1dd6fe614b2f64969288ea22a8c804b88deb4cf970954bb07b2987c2f6eb8b0d,0.047006,,keep,,yes
images/facture-participat-budget-publicitaire-taxi-11333-256523285__p001.png,FACTURE_PARTICIPAT__BUDGET_PUBLICITAIRE_TAXI_11333_256523285.pdf,1,pdf,1654,2339,0,0.930,no,0.000,no,no,4224.393,246.723,35.773,-0.000,0.764,no,no,accepted,,7370fa5a3df3b94d16e8cfe1b204b762066c13213b185294a319bf01a886f576,0.050615,,keep,,yes
images/facture-redevance-taxi-11333-256061962__p001.png,FACTURE_REDEVANCE_TAXI_11333_256061962.pdf,1,pdf,1654,2339,0,0.929,no,0.000,no,no,4258.652,246.405,36.239,-0.125,0.741,no,no,accepted,,9d835072f9725f055a85d8513888815147faa126abdad839b6037a452cdd6041,0.053660,,keep,,yes
images/fr20253729411__p001.png,FR20253729411.pdf,1,pdf,1654,2339,0,0.920,no,0.000,no,no,1110.620,250.577,27.183,-0.000,0.640,no,no,review,overexposed,b31c2faaf752b7a31a6bbf74c81cb6d795eebd5f633058f3a211424fb2856db7,0.028896,,review,,yes
images/fr55178987__p001.png,FR55178987.pdf,1,pdf,1653,2339,0,0.927,no,0.000,no,no,3282.792,240.625,35.957,-0.000,0.891,no,no,accepted,,381292fa858bd016e032277a824b8d5a4c21cf7474c8aa3261a51dae1c6e0e0e,0.282337,,keep,,yes
images/fr55178987__p002.png,FR55178987.pdf,2,pdf,1653,2339,0,0.928,no,0.000,no,no,2204.767,248.041,25.799,-0.000,0.723,no,no,accepted,,677f3de46eb6f0da1475f13e7e8c69408131a9ec25c1bc4c0ef461d039d55c3a,0.131651,,keep,,yes
images/fr55331045__p001.png,FR55331045.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,2652.712,237.833,43.686,-0.000,0.876,no,no,accepted,,5d5319614b58d3f7fca30fb0a7a0d81163be9ce5bc58a064ba48a3012174ffd0,0.222917,,keep,,yes
images/fr55331045__p002.png,FR55331045.pdf,2,pdf,1653,2339,0,0.926,no,0.000,no,no,908.371,245.759,31.309,-0.000,0.644,no,no,accepted,,857b7b2a09d6e11f11ef3fb13d00b238e1d0b02920dad155598cd19f035f78a4,0.137070,,keep,,yes
images/fr55331045__p003.png,FR55331045.pdf,3,pdf,1653,2339,0,0.924,no,0.000,no,no,2968.814,237.155,33.668,-0.000,0.876,no,no,accepted,,3ca354bb9f69c99d11b224bf05e3a72161f0018aa8a0090e831159e4c7b99b08,0.482331,,keep,,yes
images/fr55331064__p001.png,FR55331064.pdf,1,pdf,1653,2339,0,0.927,no,0.000,no,no,2034.310,240.165,41.677,-0.250,0.685,no,no,accepted,,7cc638872674691f407575e5a46412d1992c87cc7f12eb5e0ed049fd6144fb33,0.195280,,keep,,yes
images/fr55331064__p002.png,FR55331064.pdf,2,pdf,1653,2339,0,0.919,no,0.000,no,no,864.529,246.219,31.051,-0.000,0.644,no,no,accepted,,c5712714cf138a861a5583c91be7feb7cc65d0bc226ddb21fae423114a846add,0.120460,,keep,,yes
images/fr55331064__p003.png,FR55331064.pdf,3,pdf,1653,2339,0,0.924,no,0.000,no,no,2968.733,237.154,33.669,-0.000,0.876,no,no,accepted,,15f802795dc0ece87f4e68d7922cb0aa6f76493a8bb82c1ea817786b79a2aea1,0.482342,,keep,,yes
images/fr55721450__p001.png,FR55721450.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,3234.368,242.900,35.288,-0.000,0.820,no,no,accepted,,1a61ebba73907ad022a56653b0280696f4ccad78bbd1d6ea3a3ee3fc0ad75742,0.212459,,keep,,yes
images/fr55722528__p001.png,FR55722528.pdf,1,pdf,1653,2339,0,0.925,no,0.000,no,no,2982.174,241.634,35.862,-0.000,0.850,no,no,accepted,,f35445c8c9dbe9554b03a163b419df1f1e6f575bf3171037eb9457451e5b5b33,0.258868,,keep,,yes
images/fr55722528__p002.png,FR55722528.pdf,2,pdf,1653,2339,0,0.256,no,0.000,no,no,1042.750,253.519,14.524,-0.250,0.438,no,yes,review,contrast_enhanced;overexposed,0a8179ccfee96ed5c701b7e0a81fe982a3bc3f7d4f65b577dd9525db528863e2,0.008917,,review,low_content,yes
images/fr55888540__p001.png,FR55888540.pdf,1,pdf,1653,2339,0,0.925,no,0.000,no,no,2505.979,245.474,32.452,-0.000,0.790,no,no,accepted,,a55435576623d4d76990d073bcbccafeeb5b0baa690afca3ef488282c3e7bb7a,0.159187,,keep,,yes
images/fr56117592__p001.png,FR56117592.pdf,1,pdf,1653,2339,0,0.927,no,0.000,no,no,3040.891,242.621,34.472,-0.000,0.790,no,no,accepted,,42b7996d0022e5cb025993b2383b825ef6d61a4eb93e403218dcc10f6a16e3ad,0.229372,,keep,,yes
images/fr56117592__p002.png,FR56117592.pdf,2,pdf,1653,2339,0,0.921,no,0.000,no,no,1463.853,252.542,18.388,-0.000,0.542,no,yes,review,contrast_enhanced;overexposed,52c9fb19821d53c122e960b079429ee7c3029ca74bbe3602c7d77143918e0195,0.024126,,review,,yes
images/fr56193228__p001.png,FR56193228.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,2660.045,237.824,43.703,-0.000,0.876,no,no,accepted,,9185c544bdf52d5cc676619d4d2d3bee8cc2a8e077c19411e11c4ff36c38e133,0.222973,,keep,,yes
images/fr56193228__p002.png,FR56193228.pdf,2,pdf,1653,2339,0,0.926,no,0.000,no,no,911.093,245.755,31.320,-0.000,0.655,no,no,accepted,,cb4e6daf6980e9457c36112e65fd81d8379e0f213ea3dfa69fdd4174f42db4a6,0.137100,,keep,,yes
images/fr56193228__p003.png,FR56193228.pdf,3,pdf,1653,2339,0,0.924,no,0.000,no,no,2970.419,237.153,33.671,-0.000,0.876,no,no,accepted,,94ade1b8425eea7c9bd579a199f9939edf7f62473af25e03981d8e453784b61e,0.482345,,keep,,yes
images/fr56193252__p001.png,FR56193252.pdf,1,pdf,1653,2339,0,0.927,no,0.000,no,no,2038.209,240.168,41.674,-0.250,0.685,no,no,accepted,,c3c668d8b25f627b6a986593daf6ff3865361a43f58d7c36cbca32808fd254ef,0.195267,,keep,,yes
images/fr56193252__p002.png,FR56193252.pdf,2,pdf,1653,2339,0,0.920,no,0.000,no,no,865.236,246.224,31.040,-0.000,0.655,no,no,accepted,,bf98ff8296246859f936240329835a27b76a25acfc13eeeec1ab5d73e8060e9b,0.120435,,keep,,yes
images/fr56193252__p003.png,FR56193252.pdf,3,pdf,1653,2339,0,0.924,no,0.000,no,no,2969.781,237.154,33.669,-0.000,0.876,no,no,accepted,,501d325ed3519d23d3b9cc3302a5396d72108a4806fdd7485e273785a67445e7,0.482336,,keep,,yes
images/fr56608748__p001.png,FR56608748.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,3389.892,240.261,36.633,-0.000,0.876,no,no,accepted,,6065898bc0406d61032d5fac7e97eab5f3be27494e2329516a49ed6d0e2633e4,0.284858,,keep,,yes
images/fr56608748__p002.png,FR56608748.pdf,2,pdf,1653,2339,0,0.926,no,0.000,no,no,2052.052,248.247,25.102,-0.000,0.693,no,no,accepted,,0b23eac21657fb4f160fe2703ebe05dd53a2d0bfdda52e5864cc0af85ed946ac,0.132436,,keep,,yes
images/fr56725732__p001.png,FR56725732.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,2653.313,237.852,43.666,-0.000,0.876,no,no,accepted,,22e26b9ca6f09372121a745281b56aaba462c2060c08bca5f7713653d250102d,0.222769,,keep,,yes
images/fr56725732__p002.png,FR56725732.pdf,2,pdf,1653,2339,0,0.926,no,0.000,no,no,906.749,245.776,31.276,-0.000,0.651,no,no,accepted,,d5ab3c429ad8b3d4caa651bcc7960541d62bed2c12d8c6648c29f51bac1bbe99,0.136934,,keep,,yes
images/fr56725732__p003.png,FR56725732.pdf,3,pdf,1653,2339,0,0.924,no,0.000,no,no,2968.702,237.157,33.665,-0.000,0.876,no,no,accepted,,9e66a018baacf36e6d7cb8b876cdd960415c8d3a63e2db855ead182232854e92,0.482318,,keep,,yes
images/fr56725752__p001.png,FR56725752.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,2034.138,240.187,41.650,-0.250,0.685,no,no,accepted,,eb5c04776e807e94e52067f2f303978b2b702226b3b9c5d53b4923714060fbee,0.195114,,keep,,yes
images/fr56725752__p002.png,FR56725752.pdf,2,pdf,1653,2339,0,0.921,no,0.000,no,no,862.917,246.238,31.015,-0.000,0.655,no,no,accepted,,bb880cfe89fb462e34df98a3335fbabf53da2fcceca48998c6da4b35b0b26074,0.120309,,keep,,yes
images/fr56725752__p003.png,FR56725752.pdf,3,pdf,1653,2339,0,0.924,no,0.000,no,no,2968.987,237.157,33.666,-0.000,0.876,no,no,accepted,,6df85977c4ebdb6aa02f69b1eeb7a25d3dd7acdcc7d3c69afc4ef30a2ebcf9e6,0.482320,,keep,,yes
images/fv202400276343__p001.png,FV202400276343.pdf,1,pdf,1655,2340,0,0.903,no,0.000,no,no,6025.785,243.726,41.068,-0.250,0.670,no,no,accepted,,99d68c6807207990a2098ab1f38fc902ba1fdc79cd7564b39fca0295737c39f6,0.063903,dup_024,review,exact_duplicate,yes
images/fv202400276343__p002.png,FV202400276343.pdf,2,pdf,1653,2339,0,0.928,no,0.000,no,no,19679.891,226.894,57.163,-0.000,0.985,no,no,accepted,,16782c600f017a879e24fa3b3ff4d9a560367d6da010836d10147f34add2d2c3,0.167465,dup_025,review,exact_duplicate,yes
images/fv202400276343__p003.png,FV202400276343.pdf,3,pdf,1653,2339,0,0.927,no,0.000,no,no,14043.231,204.550,60.304,-0.000,0.944,no,no,accepted,,13d501ab0216e7c92aa5579a70fd14ffe076326fab5886b7d6cd795d1ba1ed95,0.499654,dup_026,review,exact_duplicate,yes
images/fv202400276343__p004.png,FV202400276343.pdf,4,pdf,1653,2339,0,0.926,no,0.000,no,no,12384.808,238.814,45.108,-0.000,0.738,no,no,accepted,,257caf5a1f58aa795fd866ce5751d41f520a9c3309c7c86c564879693d4de214,0.096545,dup_027,review,exact_duplicate,yes
images/fzn3545862-29721384355-1698333989__p001.png,FZN3545862-29721384355_1698333989.pdf,1,pdf,1653,2339,0,0.923,no,0.000,no,no,3008.586,225.846,57.848,-0.000,0.760,no,no,accepted,,06f1041adcd7a31e26de0b800dbb77643131007ebd1e2748d17bdbc3fa21c8e1,0.234324,,keep,,yes
images/fzn3545862-29721384355-1698333989__p002.png,FZN3545862-29721384355_1698333989.pdf,2,pdf,1653,2339,0,0.925,no,0.000,no,no,2201.502,218.751,61.310,-0.000,0.749,no,no,accepted,,99a817c7bb291f62e7995d3004c9a034f42f51955180955f1cf7667a3c6cf736,0.286904,,keep,,yes
images/greffe-du-tribunal-de-commerce-de-perpignan-facture-num-24-046802-5b0583cc-6359-42d3-ae93-e589656639fb__p001.png,Greffe du Tribunal de Commerce de perpignan_Facture_num_24-046802_5b0583cc-6359-42d3-ae93-e589656639fb.pdf,1,pdf,1654,2339,0,0.901,no,0.000,no,no,4366.945,246.849,33.966,-0.250,0.677,no,no,accepted,,b5ec78a39915ceb8a7bae2f2806f828b0b6880fc1d0338f328e7889300361122,0.049261,,keep,,yes
images/grosbill-4043565__p001.png,GrosBill_4043565.pdf,1,pdf,1653,2339,0,0.883,no,0.599,no,no,3643.165,243.699,34.982,-0.000,0.696,no,no,review,document_contour_uncertain,f27ecdc9b555966775a292081125374d4e9e5c916171c7ec71a51032362f33df,0.094534,,review,,yes
images/grosbill-4043565__p002.png,GrosBill_4043565.pdf,2,pdf,2339,3307,0,0.920,no,0.000,no,no,15906.781,230.441,47.514,-0.000,1.000,no,no,accepted,,a5b93b0614bbaa353c6b1c7b71b4471abcb85a0d67142a290f3f8f32a88e48ed,0.145536,,keep,,yes
images/grosbill-4043565__p003.png,GrosBill_4043565.pdf,3,pdf,2339,3307,0,0.926,no,0.000,no,no,3968.450,248.705,26.755,-0.000,0.996,no,no,accepted,,23c132ed93d8dd172efb890a68e0c384af7796f49078473e24442dfbd01c84a8,0.037466,,keep,,yes
images/innovatio__p001.png,INNOVATIO.pdf,1,pdf,1654,2339,0,0.832,no,0.605,no,no,3341.809,245.660,35.794,-0.000,0.588,no,no,review,document_contour_uncertain,7ce7c0118804ad064dac0f2e4e9857195729f3e5404844e32935b8d2e1086e6c,0.076625,,review,,yes
images/invoice-1__p001.png,invoice(1).pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,2955.666,246.466,32.848,-0.000,0.850,no,no,accepted,,e629cb13e892197a0dd3bb2a570b1ea11d11b6570b553ed7ea7005cce0945309,0.105034,,keep,,yes
images/invoice-1-73729daf__p001.png,invoice-1.pdf,1,pdf,1654,2339,0,0.914,no,0.000,no,no,3939.180,242.132,44.501,-0.000,0.723,no,no,accepted,,9044bf26da8914fb905c751fe057f371f884cec3db9dff81e47dc41443718271,0.071505,,keep,,yes
images/invoice-1-73729daf__p002.png,invoice-1.pdf,2,pdf,1654,2339,0,0.256,no,0.000,no,no,0.000,255.000,0.000,0.000,0.000,no,yes,review,contrast_enhanced;blurry;overexposed,bf7f01040e195d19a2cc83af36a1b6b163429acab230a664b419b545990a74b7,0.000000,dup_006,review,exact_duplicate;low_content,yes
images/invoice-1548133552__p001.png,invoice-1548133552.pdf,1,pdf,1653,2339,0,0.930,no,0.000,no,no,4680.989,245.308,39.895,-0.250,0.655,no,no,accepted,,39eded152c83cebbb43ecb6f767cf4892049643fdfc3b83c79f777cfd65c0442,0.052069,,keep,,yes
images/invoice-1554762102__p001.png,invoice-1554762102.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,3852.637,244.598,39.413,-0.000,0.850,no,no,accepted,,59c849b7e1031af4091f025f5c1907736d8e77186e5085964f87278c8ac26bbf,0.062699,,keep,,yes
images/invoice-2__p001.png,invoice-2.pdf,1,pdf,1654,2339,0,0.911,no,0.000,no,no,3824.245,242.246,44.341,-0.000,0.767,no,no,accepted,,4c35d6c3a4417a8908d6238b578fd568feb4aecde8b5332a272433eabf2cea00,0.070827,,keep,,yes
images/invoice-2__p002.png,invoice-2.pdf,2,pdf,1654,2339,0,0.256,no,0.000,no,no,0.000,255.000,0.000,0.000,0.000,no,yes,review,contrast_enhanced;blurry;overexposed,bf7f01040e195d19a2cc83af36a1b6b163429acab230a664b419b545990a74b7,0.000000,dup_006,review,exact_duplicate;low_content,yes
images/invoice-4100145900-25-644279986-000-ok__p001.png,Invoice-4100145900-25_644279986_000 OK.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,3418.198,248.794,27.643,-0.375,0.588,no,no,accepted,,49e4c30fb0056227a3292c890b8fbde56a0e7cec7c087c5e6f2ba9e1b2490a13,0.060278,,keep,,yes
images/invoice-4100145900-25-644279986-000-ok__p002.png,Invoice-4100145900-25_644279986_000 OK.pdf,2,pdf,2339,1654,0,0.890,no,0.000,no,no,4648.719,244.642,33.150,-0.000,0.767,no,no,accepted,,a494a93c4be07b8f76e4f0af1c496eb29a3c33075ea578e9430469aa07914a18,0.113961,,keep,,yes
images/invoice-4100145900-25-644294009-000-ok__p001.png,Invoice-4100145900-25_644294009_000 OK.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,3415.547,248.803,27.620,-0.375,0.588,no,no,accepted,,509432e8543c9ca1c2fdf3075fbcc91f67b39c707792eaa55ea9a1d7388600db,0.060228,,keep,,yes
images/invoice-4100145900-25-644294009-000-ok__p002.png,Invoice-4100145900-25_644294009_000 OK.pdf,2,pdf,2339,1654,0,0.887,no,0.000,no,no,4658.977,244.637,33.147,-0.000,0.749,no,no,accepted,,a43899700e379f225d8d1ec6a14bc725a67cb36d61c15e5cc4d6a7b5b8d72e43,0.113976,,keep,,yes
images/invoice-4100145900-25-644602976-000-ok__p001.png,Invoice-4100145900-25_644602976_000 OK.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,3415.070,248.806,27.596,-0.375,0.584,no,no,accepted,,57fe2918b72a10529a5615aab21492dad3df3f84e2a58ee1dd3a21cb87caa681,0.060247,,keep,,yes
images/invoice-4100145900-25-644602976-000-ok__p002.png,Invoice-4100145900-25_644602976_000 OK.pdf,2,pdf,2339,1654,0,0.846,no,0.000,no,no,5334.088,243.742,34.720,-0.000,0.764,no,no,accepted,,c4d1d647f27339040b7b6a4ff5f40e2db02fbd471cd62813a567c119cab73686,0.119560,,keep,,yes
images/invoice-4100145900-25-644610058-000ok__p001.png,Invoice-4100145900-25_644610058_000OK.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,3409.446,248.806,27.604,-0.500,0.542,no,no,review,skew_uncertain,6759329fde184eeae29ceefa6c76db8b370922b6a75b86bf41554a30a99e46df,0.060253,,review,,yes
images/invoice-4100145900-25-644610058-000ok__p002.png,Invoice-4100145900-25_644610058_000OK.pdf,2,pdf,2339,1654,0,0.875,no,0.000,no,no,4708.495,244.561,33.282,-0.000,0.767,no,no,accepted,,f8c71e827e6e5737cc0f46f5e6b4cb15150d14bd497b18fd5a811d37853e23eb,0.114458,,keep,,yes
images/invoice-4100145900-25-644882287-000-ok__p001.png,Invoice-4100145900-25_644882287_000 OK.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,3579.135,248.519,28.149,-0.250,0.576,no,no,accepted,,2589b9083b56e410f8e69f48f98ea7fb3b631dba466c8e20de98553f506fde54,0.062129,,keep,,yes
images/invoice-4100145900-25-644882287-000-ok__p002.png,Invoice-4100145900-25_644882287_000 OK.pdf,2,pdf,2339,1654,0,0.885,no,0.000,no,no,4442.841,245.057,32.535,-0.000,0.745,no,no,accepted,,b0bbfcbd5477b3db2d3704a8fffde59408c89777fcb1c076281a469b840dd0b1,0.111334,,keep,,yes
images/invoice__p001.png,invoice.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,2793.914,247.051,31.797,-0.000,0.775,no,no,accepted,,f27d10370282d27b48f8c5f73634d81fc10d1c0157d5737d08cd0581c700cbba,0.103531,,keep,,yes
images/kaspersky-30-01-24__p001.png,KASPERSKY-30_01_24.pdf,1,pdf,1653,2339,0,0.923,no,0.000,no,no,5311.606,242.663,39.026,-0.000,0.790,no,no,accepted,,beb74fcce6c4f6a835a4b9a68f2f39895f78b47023cf4a41b4058c46741a855f,0.202509,,keep,,yes
images/kaspersky-fr-24-013489557__p001.png,KASPERSKY-FR-24-013489557.pdf,1,pdf,1653,2339,0,0.923,no,0.000,no,no,1832.299,246.907,31.275,-0.250,0.617,no,no,accepted,,6ceacf9a0f9f776692de52246f459591ddb79e4b13aa73d1e1695ed8ca6a0f27,0.168945,,keep,,yes
images/kubii-fa409972-2509__p001.png,KUBII-FA409972_2509.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,3560.542,243.471,38.111,-0.000,0.812,no,no,accepted,,f3467a80081c866c6bb6aa81f021414c8d0e3ec110f2c693d843ab2b0905b56b,0.171440,dup_019,review,exact_duplicate,yes
images/leboncoin-741.png,LEBONCOIN-741.png,1,image,1874,1306,0,0.926,no,0.000,no,no,1761.336,240.026,39.250,-0.000,0.786,no,no,accepted,,13f81efa5719ddc63c988e007c6a5613c756a4717852a733b1f27b8d6a5e2c12,0.258066,,keep,,yes
images/mafacture-224150611__p001.png,MaFacture-224150611.pdf,1,pdf,1653,2339,0,0.919,no,0.000,no,no,4148.693,247.344,31.024,-0.000,0.745,no,no,accepted,,981e1e6692ad355455255853053f881de45942e49ba57286e03d9db1a76581bb,0.093508,,keep,,yes
images/mafacture-340475004__p001.png,MaFacture-340475004.pdf,1,pdf,1653,2339,0,0.925,no,0.000,no,no,4598.990,246.438,32.708,-0.000,0.753,no,no,accepted,,7835490d75e2a7be01c5416772aa913204a253ed521b646dbd96f469bc6a060c,0.102580,,keep,,yes
images/mafacture-350893750__p001.png,MaFacture-350893750.pdf,1,pdf,1653,2339,0,0.927,no,0.000,no,no,4563.985,246.499,32.546,-0.000,0.771,no,no,accepted,,c26a7393fe11bfefffe57bfb954b9216d97b0e07a31accd45f4f997e59a8cca3,0.102293,,keep,,yes
images/mafacture-369191504__p001.png,MaFacture-369191504.pdf,1,pdf,1653,2339,0,0.925,no,0.000,no,no,4532.118,246.527,32.480,-0.000,0.760,no,no,accepted,,155df96b454acba28e10b46a20ed58beebb78a9239e55fe8d3f1f7d5f8890152,0.102171,,keep,,yes
images/ok-01-12-454749a006dc49d8b3d0257edc4fa602__p001.png,OK 01-12 454749a006dc49d8b3d0257edc4fa602.pdf,1,pdf,2339,1654,0,0.914,no,0.000,no,no,5581.958,244.924,35.400,-0.000,0.588,no,no,accepted,,49ad9bd35b4322f846ba34d73a78da374386bda0120082734f79aff0344eadc7,0.064698,,keep,,yes
images/ok-01-12-454749a006dc49d8b3d0257edc4fa602__p002.png,OK 01-12 454749a006dc49d8b3d0257edc4fa602.pdf,2,pdf,2339,1654,0,0.919,no,0.000,no,no,5820.372,241.396,38.675,-0.000,0.809,no,no,accepted,,03f41482b03db2d1053c4588c770fb09a62e1a68cfd4f2e39d59db3539488bd0,0.109070,,keep,,yes
images/ok-02-12-747181f6228440bcb2539fa9aed0b5b4__p001.png,OK 02-12 747181f6228440bcb2539fa9aed0b5b4.pdf,1,pdf,2339,1654,0,0.915,no,0.000,no,no,6614.094,243.300,37.857,-0.000,0.685,no,no,accepted,,100310aa97ddf957af7081c656aa6edaca23348b0aad10af783431d85d6d0efe,0.074071,,keep,,yes
images/ok-02-12-747181f6228440bcb2539fa9aed0b5b4__p002.png,OK 02-12 747181f6228440bcb2539fa9aed0b5b4.pdf,2,pdf,2339,1654,0,0.920,no,0.000,no,no,5846.941,241.366,38.724,-0.000,0.812,no,no,accepted,,4db7dc12c38bd63b94e0009c78ff36c869dc485f2e26e936596e64b0a1128708,0.109211,,keep,,yes
images/ok-03-12-a5daecb19e2f48deb02a0e3aa8789c85__p001.png,OK 03-12 a5daecb19e2f48deb02a0e3aa8789c85.pdf,1,pdf,2339,1654,0,0.923,no,0.000,no,no,6484.842,243.817,37.339,-0.000,0.659,no,no,accepted,,b5b514587581001d541bc36e3347fc09e609346c22e9e2006ad08f6b3cc3e714,0.071300,,keep,,yes
images/ok-03-12-a5daecb19e2f48deb02a0e3aa8789c85__p002.png,OK 03-12 a5daecb19e2f48deb02a0e3aa8789c85.pdf,2,pdf,2339,1654,0,0.920,no,0.000,no,no,5834.000,241.379,38.701,-0.000,0.805,no,no,accepted,,8567e339aab1b0a54bc249c1dd1008f4ebbab62c9e53730ef82da75648f879bd,0.109162,,keep,,yes
images/ok-04-12-a4492b5ff2c04eb2b3b1851d3de23a7d__p001.png,OK 04-12 a4492b5ff2c04eb2b3b1851d3de23a7d.pdf,1,pdf,2339,1654,0,0.915,no,0.000,no,no,4884.595,246.210,33.420,-0.000,0.527,no,no,accepted,,dded3c475fcc015062adb5a9a69d68bfc6a861b5095fdefe886e318e82440ad3,0.056314,,keep,,yes
images/ok-04-12-a4492b5ff2c04eb2b3b1851d3de23a7d__p002.png,OK 04-12 a4492b5ff2c04eb2b3b1851d3de23a7d.pdf,2,pdf,2339,1654,0,0.919,no,0.000,no,no,5823.312,241.380,38.697,-0.000,0.812,no,no,accepted,,b615282f9c111ada36ba179c11404ae254e94d7bab6f40a54b2158080bb01bb7,0.109152,,keep,,yes
images/ok-05-12-adf9b278319e41f6b813828a4eda94a4__p001.png,OK 05-12 adf9b278319e41f6b813828a4eda94a4.pdf,1,pdf,2339,1654,0,0.921,no,0.000,no,no,7190.037,239.102,41.511,-0.000,0.730,no,no,accepted,,19f60afc08d902dce6e4260053de3bac4dd82bb97e8c641a399c65d97f1e9c51,0.121384,,keep,,yes
images/ok-06-12-fra-15-60-15415-20251226181053__p001.png,OK 06-12 FRA_15_60_15415_20251226181053.pdf,1,pdf,1653,2339,0,0.924,no,0.000,no,no,8912.899,241.587,40.626,-0.000,0.816,no,no,accepted,,faa27b86f5d68f4606699beb8eda7e6278bb388bdcb586c5a10a39194c74a450,0.090471,,keep,,yes
images/ok-06-12-fra-15-60-15415-20251226181053__p002.png,OK 06-12 FRA_15_60_15415_20251226181053.pdf,2,pdf,1653,2339,0,0.920,no,0.000,no,no,8417.222,242.244,39.579,-0.000,0.835,no,no,accepted,,ddcd70c4a4e7447aae620a017b45f4ae0377cf7fd7b08d663e1cad9ff8887cad,0.087312,,keep,,yes
images/ok-06-12-fra-15-60-15415-20251226181053__p003.png,OK 06-12 FRA_15_60_15415_20251226181053.pdf,3,pdf,1653,2339,0,0.929,no,0.000,no,no,4672.671,247.510,29.967,-0.000,0.782,no,no,accepted,,34e0afacfbae4dd3ef378312f238d80209758c3462d0106d3f5e23ef9380f655,0.057045,,keep,,yes
images/ok-07-12-fra-134-52-10237-20251219190943__p001.png,OK 07-12 FRA_134_52_10237_20251219190943.pdf,1,pdf,1653,2339,0,0.923,no,0.000,no,no,7326.549,243.619,37.178,-0.000,0.820,no,no,accepted,,e02e692f647aa6d74f7bb069fb1e7c895a9bcf52f249c3431bd2528bb069cdea,0.079649,,keep,,yes
images/ok-07-12-fra-134-52-10237-20251219190943__p002.png,OK 07-12 FRA_134_52_10237_20251219190943.pdf,2,pdf,1653,2339,0,0.925,no,0.000,no,no,4338.490,248.154,28.670,-0.000,0.764,no,no,accepted,,60321d19e6f0f87d9886bc78645bb3731edcf24ebe48b610c25ca51e8ac7a3d9,0.053109,,keep,,yes
images/ok-08-12-fra-134-53-8225-20251204193635__p001.png,OK 08-12 FRA_134_53_8225_20251204193635.pdf,1,pdf,1653,2339,0,0.925,no,0.000,no,no,8440.502,242.397,39.455,-0.000,0.895,no,no,accepted,,31e569ad9a5944f38ac0a50d02758ccdfabfe658862023d28113d380bfc604a6,0.085755,,keep,,yes
