image,source_document,page,source_type,width,height,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/4661533238-xuvg6ntmgxu786uh5vae3dbw61jh__p011.png,4661533238_xuvg6ntmgxu786uh5vae3dbw61jh.pdf,11,pdf,2339,1654,4830c4cc24c70fa4d787cce38a3711a8e77c8ae514ea7945bf7fbe4c9c60655c,0.361422,,keep,,yes
images/4661533238-xuvg6ntmgxu786uh5vae3dbw61jh__p012.png,4661533238_xuvg6ntmgxu786uh5vae3dbw61jh.pdf,12,pdf,2339,1654,e86d63bd91e101af65a1e15f6b609d72107c38ee8a78b1977cd9a02e322f9e66,0.362505,,keep,,yes
images/4661533238-xuvg6ntmgxu786uh5vae3dbw61jh__p013.png,4661533238_xuvg6ntmgxu786uh5vae3dbw61jh.pdf,13,pdf,2339,1654,10ec253f96e05318b4017f21da07f38173bbc98c4eef905ebdae96aed84acfd0,0.360241,,keep,,yes
images/4661533238-xuvg6ntmgxu786uh5vae3dbw61jh__p014.png,4661533238_xuvg6ntmgxu786uh5vae3dbw61jh.pdf,14,pdf,2339,1654,ddf2b0df77990028a6ea7267292fbf1e6cea798cacc65b9db34ab3dd686da59e,0.344286,,keep,,yes
images/4661533238-xuvg6ntmgxu786uh5vae3dbw61jh__p015.png,4661533238_xuvg6ntmgxu786uh5vae3dbw61jh.pdf,15,pdf,2339,1654,4a5037ad9e543fb880b44e27206f7848cb52211db0127b528ce4217eb43b66a1,0.347952,,keep,,yes
images/4661533238-xuvg6ntmgxu786uh5vae3dbw61jh__p016.png,4661533238_xuvg6ntmgxu786uh5vae3dbw61jh.pdf,16,pdf,2339,1654,bcf78d4d72f15fba7732a019be7023be284e075d89bd801915de1ee8fefbdd19,0.300078,,keep,,yes
images/4661533238-xuvg6ntmgxu786uh5vae3dbw61jh__p017.png,4661533238_xuvg6ntmgxu786uh5vae3dbw61jh.pdf,17,pdf,2339,1654,2d46f65b73c2ad2ea455b517edb16f5088d945ee2be2fb8477bd9f1d840a5fe8,0.061756,dup_010,review,exact_duplicate,yes
images/4661533243-v0kzbjz19x10bxcezvanwhipezn5__p001.png,4661533243_v0kzbjz19x10bxcezvanwhipezn5.pdf,1,pdf,1654,2339,9cc3381837058827c0ca9674885bb21b22e3b5bd8e81f5883f026ca0e69a7895,0.357909,,keep,,yes
images/4661533243-v0kzbjz19x10bxcezvanwhipezn5__p002.png,4661533243_v0kzbjz19x10bxcezvanwhipezn5.pdf,2,pdf,1654,2339,6e91dba3d93d43593931269f73b30a60173e5f871198c232db1240271064ec0b,0.331605,,keep,,yes
images/4661533243-v0kzbjz19x10bxcezvanwhipezn5__p003.png,4661533243_v0kzbjz19x10bxcezvanwhipezn5.pdf,3,pdf,1654,2339,2c4abd636bb6cf27d9ae1be8dc5784015aa021aba156f915a01a5e6783449425,0.248978,,keep,,yes
images/4661533243-v0kzbjz19x10bxcezvanwhipezn5__p004.png,4661533243_v0kzbjz19x10bxcezvanwhipezn5.pdf,4,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/4661533244-qlk6xhr8sa0dpd60pqt3l6lg0esu__p001.png,4661533244_qlk6xhr8sa0dpd60pqt3l6lg0esu.pdf,1,pdf,1654,2339,6bfbd99649f765ef9f9a2e9d58f16ee2596f767e62b24d5136ee9978325cb3b9,0.101998,,keep,,yes
images/4667953526-cw9dbro5ys079vntpcu4o5hd3g6u__p001.png,4667953526_cw9dbro5ys079vntpcu4o5hd3g6u.pdf,1,pdf,1656,2342,2d16203d7cd8a7ab5fa6e7c1306d3517ac1689db2598894e6a193cf86967ee50,0.562257,,keep,,yes
images/4667953526-cw9dbro5ys079vntpcu4o5hd3g6u__p002.png,4667953526_cw9dbro5ys079vntpcu4o5hd3g6u.pdf,2,pdf,1656,2342,252174d5cc90367ea3a45d3ccf37fa0dd62e89d4261109379d6f07ff01658093,0.319695,,keep,,yes
images/4667953526-cw9dbro5ys079vntpcu4o5hd3g6u__p003.png,4667953526_cw9dbro5ys079vntpcu4o5hd3g6u.pdf,3,pdf,1656,2342,41e8c7938089741cb338b53228e824ba5b33e12d376ef702483d507b3a60314e,0.301320,,keep,,yes
images/4667953526-cw9dbro5ys079vntpcu4o5hd3g6u__p004.png,4667953526_cw9dbro5ys079vntpcu4o5hd3g6u.pdf,4,pdf,1656,2342,a1a82946def65c168859ab5f08e0ae1e49db9739d003e6cd6d9b2ace55860d00,0.109960,,keep,,yes
images/4667953526-cw9dbro5ys079vntpcu4o5hd3g6u__p005.png,4667953526_cw9dbro5ys079vntpcu4o5hd3g6u.pdf,5,pdf,1656,2342,93f134bb92347a0360d00f4283409a87cbf88e0f40b1ea74a70c9950cf596a08,0.178024,,keep,,yes
images/4693979771-9wje3u70r9nq3dyoxk43e7vn0uo1__p001.png,4693979771_9wje3u70r9nq3dyoxk43e7vn0uo1.pdf,1,pdf,1654,2339,a1ec8173ba327a788a52bbb4c082e10876eaaec1b27e35112b99495e27a0c299,0.355696,,keep,,yes
images/4693979771-9wje3u70r9nq3dyoxk43e7vn0uo1__p002.png,4693979771_9wje3u70r9nq3dyoxk43e7vn0uo1.pdf,2,pdf,1654,2339,404431210d0d8dc3eb08fe88f068d77463ac4848be69d56232fc619ad75075af,0.355976,,keep,,yes
images/4693979771-9wje3u70r9nq3dyoxk43e7vn0uo1__p003.png,4693979771_9wje3u70r9nq3dyoxk43e7vn0uo1.pdf,3,pdf,1654,2339,827cf9f8cfc84582b4c3b5b085e91b2f0e63ed91b6199dc0c05ac8ff23b4d96f,0.355491,,keep,,yes
images/4693979771-9wje3u70r9nq3dyoxk43e7vn0uo1__p004.png,4693979771_9wje3u70r9nq3dyoxk43e7vn0uo1.pdf,4,pdf,1654,2339,c5347b75cabe7f2a73213a9e8327c99c048b13f9c1117fb9209c3cfe372014b1,0.355966,,keep,,yes
images/4693979771-9wje3u70r9nq3dyoxk43e7vn0uo1__p005.png,4693979771_9wje3u70r9nq3dyoxk43e7vn0uo1.pdf,5,pdf,1654,2339,3d1a8444c28bc9734ef01b424d8d843efb16f349b7d27862fc86c6d3967dd210,0.351880,,keep,,yes
images/4693979771-9wje3u70r9nq3dyoxk43e7vn0uo1__p006.png,4693979771_9wje3u70r9nq3dyoxk43e7vn0uo1.pdf,6,pdf,1654,2339,3bdccda3f6b157f9391fb0647e3ff95052c1d4107f5aff46f744ebb072dc02e9,0.319094,,keep,,yes
images/4693979771-9wje3u70r9nq3dyoxk43e7vn0uo1__p007.png,4693979771_9wje3u70r9nq3dyoxk43e7vn0uo1.pdf,7,pdf,1654,2339,e084c79524457b42cdf125564a034754953522d06d189a2c4df873613a9fd480,0.248961,,keep,,yes
images/4693979771-9wje3u70r9nq3dyoxk43e7vn0uo1__p008.png,4693979771_9wje3u70r9nq3dyoxk43e7vn0uo1.pdf,8,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p001.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,1,pdf,2339,1654,463dead7cf4028d98e5ee1847a3e6f64178fddba2d9c39c3b83d9d0cb2d00021,0.343860,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p002.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,2,pdf,2339,1654,d3d1b47f1f989c425ae73e67f3b0e003ddd06649b17691fdca2bb8b14bdbfefa,0.360288,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p003.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,3,pdf,2339,1654,99d113b2df313ecef5f12ad9e833804b2d7a53dbc7e39a5454ca586756267e7b,0.359344,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p004.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,4,pdf,2339,1654,1946c6832f430293d5e36d9e1e80a1cdcd99be3ee87c8f8f6acd6853ced18fe3,0.363627,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p005.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,5,pdf,2339,1654,b735d0310e0d474798a70355d8aea5ff80b01e44ef4cbe1c5482d8aebac2ec8d,0.362845,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p006.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,6,pdf,2339,1654,10f16132cd777606345e895525539f0a6e9996a2b06c55468edba65dc9e17e28,0.360889,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p007.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,7,pdf,2339,1654,f282f94acb2b720a3001ec6ad9cf89272f7cffab2ce946581f80d81f011cafc5,0.362985,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p008.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,8,pdf,2339,1654,9c534182e25b9483b9d3ed32f83220ce0545d7feb77ddbc144dedc7064c503f3,0.361991,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p009.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,9,pdf,2339,1654,ae6c2a73b1d0677b144625e8f7fd7998124a749bbdfcbddfd32f5a5a38c405f6,0.361914,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p010.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,10,pdf,2339,1654,a975a9e4fc44385d4f18b07593437cbcddcc94fd266d02e1d41fcc61137a298a,0.363033,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p011.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,11,pdf,2339,1654,449f2273b5703352a24a7f1192d455be5899a9ea57d925b86dad22ad57f1378e,0.361661,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p012.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,12,pdf,2339,1654,97e0ad64a56642cecb397530cccf61c2799a4a2d3aa2a092f1e92dba445da393,0.362846,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p013.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,13,pdf,2339,1654,1929067d6e23a7608a40592356e8ab7cda71948bd052dd434bb0fd2f5b03fb3b,0.344082,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p014.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,14,pdf,2339,1654,5d8120ab46d42a710c6da3662a30425650166be81ead8f21258c050e75af720a,0.347954,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p015.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,15,pdf,2339,1654,6597f5e8f32f0ad62fe41a13d5c98cd5751297de3becf91a03cb9bf2ccf2a81a,0.300092,,keep,,yes
images/4693979773-7qv2n1lvvg8xet393762rmidg9e8__p016.png,4693979773_7qv2n1lvvg8xet393762rmidg9e8.pdf,16,pdf,2339,1654,2d46f65b73c2ad2ea455b517edb16f5088d945ee2be2fb8477bd9f1d840a5fe8,0.061756,dup_010,review,exact_duplicate,yes
images/4693979774-xg152sly76lisqds9euwdvj4se6s__p001.png,4693979774_xg152sly76lisqds9euwdvj4se6s.pdf,1,pdf,1654,2339,da3369652526c37b7b57ae7b391084c830c3cbfa0cd14a4942047ddc660ae9ab,0.357307,,keep,,yes
images/4693979774-xg152sly76lisqds9euwdvj4se6s__p002.png,4693979774_xg152sly76lisqds9euwdvj4se6s.pdf,2,pdf,1654,2339,a79411394f3b058abc56e18f0ddf93d590bae6c642b6d1438d381fee70ef03cc,0.331879,,keep,,yes
images/4693979774-xg152sly76lisqds9euwdvj4se6s__p003.png,4693979774_xg152sly76lisqds9euwdvj4se6s.pdf,3,pdf,1654,2339,dc30f585cd0548849d9f0d3eaaa8fe654657227af7fa679e97995aef0d43cff6,0.248901,,keep,,yes
images/4693979774-xg152sly76lisqds9euwdvj4se6s__p004.png,4693979774_xg152sly76lisqds9euwdvj4se6s.pdf,4,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/4747777904-4u9dwq4gt49tevpjkgopnzh2tm2c__p001.png,4747777904_4u9dwq4gt49tevpjkgopnzh2tm2c.pdf,1,pdf,1654,2339,49132491d7363f212c38e8d508550ce9c007415edfb0d1c47393f012379929e9,0.063800,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p001.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,1,pdf,1653,2339,8b2332539b73240d2fdd1e24f50450bd0135e12f9b40e423a6f19320877f856c,0.061277,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p002.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,2,pdf,1653,2339,7a40116a9aa89feaf0798bf854a4f01a22f6606a9ef37fc9ed15a4cf26c6fd2d,0.079285,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p003.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,3,pdf,1653,2339,d50810854206a6a00cbc6b18f32f16cd186cd095d49a9ea809432d70fa40d1b2,0.047074,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p004.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,4,pdf,1653,2339,055a1733448d277d2ab5242520ace5d852d2caa61d89565a34c2eeff745870bf,0.046768,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p005.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,5,pdf,1653,2339,7d3aab018a1dcf7723665971e359b84dd4df02e743f06a5e4f4566bfd12e2e88,0.047974,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p006.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,6,pdf,1653,2339,17ad1de4aeb633eba22d0bd1019858e88272278a7121ffbdba00b5b768c5eaa6,0.046793,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p007.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,7,pdf,1653,2339,d731ed445b9dc6ecd85bf8d5711fe222c199fa55da1c92c66af094dc6d49d919,0.046382,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p008.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,8,pdf,1653,2339,55e0cbae39fd1e027ed9130e49a8ff307cb01157eef8808ec046fc6f57414d85,0.047295,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p009.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,9,pdf,1653,2339,b3bc7b1c124a8b2ad664fee6b8732355ea9fdf23c0346d7a377ffb654dbeb3de,0.046488,,keep,,yes
images/4748021971-jvc5i3ictzjo03i00p56kvr6gu7v__p010.png,4748021971_jvc5i3ictzjo03i00p56kvr6gu7v.pdf,10,pdf,1653,2339,4156bbabc260029e4260856c1d2ce31bba0e049fa4dd314eb68f0306228db08e,0.010480,,keep,,yes
images/4748021973-1vkdqw6hcuy7f5c7xw5lvqkbgxk9__p001.png,4748021973_1vkdqw6hcuy7f5c7xw5lvqkbgxk9.pdf,1,pdf,1653,2339,cbb199aca1bfdabdb4d026984c75a8981f44af7d175f55c5e2d0b6b198abbbd2,0.067206,,keep,,yes
images/4748021973-1vkdqw6hcuy7f5c7xw5lvqkbgxk9__p002.png,4748021973_1vkdqw6hcuy7f5c7xw5lvqkbgxk9.pdf,2,pdf,1653,2339,1363f1485ffe02b861acb2c93dc9a6fd158d764d79cefa57b8b75a998eeac862,0.041946,,keep,,yes
images/4748021973-1vkdqw6hcuy7f5c7xw5lvqkbgxk9__p003.png,4748021973_1vkdqw6hcuy7f5c7xw5lvqkbgxk9.pdf,3,pdf,1653,2339,0184fa2eaf280c4cdbe6b6fbe3f1f1fe61b99b10fddc1fce6a8859ca05aaa606,0.096428,dup_008,review,exact_duplicate,yes
images/4748021974-o1it32ge9al5qy75n414hkx1eoa5__p001.png,4748021974_o1it32ge9al5qy75n414hkx1eoa5.pdf,1,pdf,1653,2339,d2500628fd8df3cafd4d22fc14db41b7adb43699eb47938d55a505f6e0b5ab4e,0.061188,,keep,,yes
images/4748021974-o1it32ge9al5qy75n414hkx1eoa5__p002.png,4748021974_o1it32ge9al5qy75n414hkx1eoa5.pdf,2,pdf,1653,2339,bc6d2b8d741ad5e66090b4716965ee9e591772ff86357c73cadb31f74f86ed9a,0.078941,,keep,,yes
images/4748021974-o1it32ge9al5qy75n414hkx1eoa5__p003.png,4748021974_o1it32ge9al5qy75n414hkx1eoa5.pdf,3,pdf,1653,2339,b2088473c2e295a5c21928169aeb27e2b1933922ff8df624c250a38716bebcfe,0.046964,,keep,,yes
images/4748021974-o1it32ge9al5qy75n414hkx1eoa5__p004.png,4748021974_o1it32ge9al5qy75n414hkx1eoa5.pdf,4,pdf,1653,2339,e059c89bc49ce71237e1625c21c1234ba933cd0266711369086a9ec401f1bdb4,0.046492,,keep,,yes
images/4748021974-o1it32ge9al5qy75n414hkx1eoa5__p005.png,4748021974_o1it32ge9al5qy75n414hkx1eoa5.pdf,5,pdf,1653,2339,ee38d54e85bd974487b780d9c1f138b784395af6cbc66c7ff1b3c42833a86c08,0.048070,,keep,,yes
images/4748021974-o1it32ge9al5qy75n414hkx1eoa5__p006.png,4748021974_o1it32ge9al5qy75n414hkx1eoa5.pdf,6,pdf,1653,2339,e26aa098e7da043c829471203116c358dca99f73b386772c1560d7faa0cbc3f8,0.046577,,keep,,yes
images/4748021974-o1it32ge9al5qy75n414hkx1eoa5__p007.png,4748021974_o1it32ge9al5qy75n414hkx1eoa5.pdf,7,pdf,1653,2339,cf184c131aadc36ea1360c9ea3e8e5c458a17b7fd198e40908285454998df4ea,0.046685,,keep,,yes
images/4748021974-o1it32ge9al5qy75n414hkx1eoa5__p008.png,4748021974_o1it32ge9al5qy75n414hkx1eoa5.pdf,8,pdf,1653,2339,71418f437d4732233dd6e95c2bc94e395d5e16ec621de845523bd25261ec194e,0.014731,,keep,,yes
images/4748021975-d93hgv1kt55708i5tfscl0hs5rk1__p001.png,4748021975_d93hgv1kt55708i5tfscl0hs5rk1.pdf,1,pdf,1654,2339,80acde5e0d4b03fbf6c610da6b1a9c23d540acd381b7f90255eb38c8b4dbde2f,0.052494,,keep,,yes
images/4748021979-eo1tkgz4iexo0y6n5z72o2ed6xyr__p001.png,4748021979_eo1tkgz4iexo0y6n5z72o2ed6xyr.pdf,1,pdf,1654,2339,6d1481213f9e3cfc4c91654cd0625c474a75e83b54bd64b5442b60a69c5c8d6c,0.177397,,keep,,yes
images/4748021979-eo1tkgz4iexo0y6n5z72o2ed6xyr__p002.png,4748021979_eo1tkgz4iexo0y6n5z72o2ed6xyr.pdf,2,pdf,1654,2339,b6e46e995ee6537b9209b471a445b6d1208d22eee25a0ee35305e3a7ecbf2aab,0.059789,,keep,,yes
images/4748021979-eo1tkgz4iexo0y6n5z72o2ed6xyr__p003.png,4748021979_eo1tkgz4iexo0y6n5z72o2ed6xyr.pdf,3,pdf,1655,2339,155659f58e3be26aea6efd704156b5acc4c271fe4f1032970aebdd147180478a,0.145793,dup_011,review,exact_duplicate,yes
images/4748021979-eo1tkgz4iexo0y6n5z72o2ed6xyr__p004.png,4748021979_eo1tkgz4iexo0y6n5z72o2ed6xyr.pdf,4,pdf,1655,2339,dc3de6addb68b3d55f636a3028829a9f032a8c4859c2aec4e5bec14b73827968,0.149402,dup_012,review,exact_duplicate,yes
images/4748021979-eo1tkgz4iexo0y6n5z72o2ed6xyr__p005.png,4748021979_eo1tkgz4iexo0y6n5z72o2ed6xyr.pdf,5,pdf,1655,2339,29cc69a202afc8cd3ac5ce4a6400960058322774d4822788dc02e9a90ffcabfe,0.151681,dup_013,review,exact_duplicate,yes
images/4748021979-eo1tkgz4iexo0y6n5z72o2ed6xyr__p006.png,4748021979_eo1tkgz4iexo0y6n5z72o2ed6xyr.pdf,6,pdf,1655,2339,cc77b1540353fee644259b527d2b4cd654f81f5b6d73c43d8938611cb4d24d22,0.111271,dup_014,review,exact_duplicate,yes
images/4748021979-eo1tkgz4iexo0y6n5z72o2ed6xyr__p007.png,4748021979_eo1tkgz4iexo0y6n5z72o2ed6xyr.pdf,7,pdf,1655,2339,d4c4be31118cfc754562fa38edc2cadbba0eb3c1828fc5b7bcf8d45b03be4773,0.066601,dup_015,review,exact_duplicate,yes
images/4748021980-80sxp7n7zzfbtmrosfgnr6v7lurr__p001.png,4748021980_80sxp7n7zzfbtmrosfgnr6v7lurr.pdf,1,pdf,1653,2339,c3768bef27ca0f02869dc2982aa770d2918f36ffa1b55b3d1bfafcae94e6926a,0.037511,,keep,,yes
images/4748021981-gq8ukt2lt8o5y18czoxqzj0g0giv__p001.png,4748021981_gq8ukt2lt8o5y18czoxqzj0g0giv.pdf,1,pdf,1653,2339,df0bcffffb718bc41c17d135b7abf2ae1f21e9b1cae44b34fcf3cd75465310fb,0.037311,,keep,,yes
images/4748021983-i2owpvfkhps0lzw559xmxtesy5x0__p001.png,4748021983_i2owpvfkhps0lzw559xmxtesy5x0.pdf,1,pdf,6012,9212,32404529c14cbae3da6a714fd0409c656a1493b650d61fbeff1d5ccdb3e6e052,0.076299,,keep,,yes
images/4748021984-pnr58rmme4o6r018gvzhgty22qij__p001.png,4748021984_pnr58rmme4o6r018gvzhgty22qij.pdf,1,pdf,1654,2339,c34451de114e3eb0ef30b744720301875b7d5a28bec80275297c5088dc215e5b,0.177307,,keep,,yes
images/4748021984-pnr58rmme4o6r018gvzhgty22qij__p002.png,4748021984_pnr58rmme4o6r018gvzhgty22qij.pdf,2,pdf,1654,2339,4625e6e730cece0ccc63f1dec7b559d796f5172eca9374714404429d3274a1c8,0.062757,,keep,,yes
images/4748021984-pnr58rmme4o6r018gvzhgty22qij__p003.png,4748021984_pnr58rmme4o6r018gvzhgty22qij.pdf,3,pdf,1655,2339,155659f58e3be26aea6efd704156b5acc4c271fe4f1032970aebdd147180478a,0.145793,dup_011,review,exact_duplicate,yes
images/4748021984-pnr58rmme4o6r018gvzhgty22qij__p004.png,4748021984_pnr58rmme4o6r018gvzhgty22qij.pdf,4,pdf,1655,2339,dc3de6addb68b3d55f636a3028829a9f032a8c4859c2aec4e5bec14b73827968,0.149402,dup_012,review,exact_duplicate,yes
images/4748021984-pnr58rmme4o6r018gvzhgty22qij__p005.png,4748021984_pnr58rmme4o6r018gvzhgty22qij.pdf,5,pdf,1655,2339,29cc69a202afc8cd3ac5ce4a6400960058322774d4822788dc02e9a90ffcabfe,0.151681,dup_013,review,exact_duplicate,yes
images/4748021984-pnr58rmme4o6r018gvzhgty22qij__p006.png,4748021984_pnr58rmme4o6r018gvzhgty22qij.pdf,6,pdf,1655,2339,cc77b1540353fee644259b527d2b4cd654f81f5b6d73c43d8938611cb4d24d22,0.111271,dup_014,review,exact_duplicate,yes
images/4748021984-pnr58rmme4o6r018gvzhgty22qij__p007.png,4748021984_pnr58rmme4o6r018gvzhgty22qij.pdf,7,pdf,1655,2339,d4c4be31118cfc754562fa38edc2cadbba0eb3c1828fc5b7bcf8d45b03be4773,0.066601,dup_015,review,exact_duplicate,yes
images/4748021985-y2wg4x5o5ff7vttxylo62rblggtm__p001.png,4748021985_y2wg4x5o5ff7vttxylo62rblggtm.pdf,1,pdf,1654,2339,dce3a1facb706b21835dbbe741112637543fbb2f9db1640d93969c09d71df70b,0.176709,,keep,,yes
images/4748021985-y2wg4x5o5ff7vttxylo62rblggtm__p002.png,4748021985_y2wg4x5o5ff7vttxylo62rblggtm.pdf,2,pdf,1654,2339,060346ba8be46efaeb873a9cc7a8a9a84b5ef1bebc67591ad0088f995ad5d821,0.061801,,keep,,yes
images/4748021985-y2wg4x5o5ff7vttxylo62rblggtm__p003.png,4748021985_y2wg4x5o5ff7vttxylo62rblggtm.pdf,3,pdf,1655,2339,155659f58e3be26aea6efd704156b5acc4c271fe4f1032970aebdd147180478a,0.145793,dup_011,review,exact_duplicate,yes
images/4748021985-y2wg4x5o5ff7vttxylo62rblggtm__p004.png,4748021985_y2wg4x5o5ff7vttxylo62rblggtm.pdf,4,pdf,1655,2339,dc3de6addb68b3d55f636a3028829a9f032a8c4859c2aec4e5bec14b73827968,0.149402,dup_012,review,exact_duplicate,yes
images/4748021985-y2wg4x5o5ff7vttxylo62rblggtm__p005.png,4748021985_y2wg4x5o5ff7vttxylo62rblggtm.pdf,5,pdf,1655,2339,29cc69a202afc8cd3ac5ce4a6400960058322774d4822788dc02e9a90ffcabfe,0.151681,dup_013,review,exact_duplicate,yes
images/4748021985-y2wg4x5o5ff7vttxylo62rblggtm__p006.png,4748021985_y2wg4x5o5ff7vttxylo62rblggtm.pdf,6,pdf,1655,2339,cc77b1540353fee644259b527d2b4cd654f81f5b6d73c43d8938611cb4d24d22,0.111271,dup_014,review,exact_duplicate,yes
images/4748021985-y2wg4x5o5ff7vttxylo62rblggtm__p007.png,4748021985_y2wg4x5o5ff7vttxylo62rblggtm.pdf,7,pdf,1655,2339,d4c4be31118cfc754562fa38edc2cadbba0eb3c1828fc5b7bcf8d45b03be4773,0.066601,dup_015,review,exact_duplicate,yes
images/4748021986-qz734oaep68aowydiv5fd2w022tf__p001.png,4748021986_qz734oaep68aowydiv5fd2w022tf.pdf,1,pdf,1654,2339,39cc6651bdbb26e41cab4870be1c8a09492e7d6c1bdf245623afabcc3a2a577c,0.177483,,keep,,yes
images/4748021986-qz734oaep68aowydiv5fd2w022tf__p002.png,4748021986_qz734oaep68aowydiv5fd2w022tf.pdf,2,pdf,1654,2339,d9faf764d3808cac016f8bfd7f06363d45e60c1a6696db4cbbd122063e831af4,0.062083,,keep,,yes
images/4748021986-qz734oaep68aowydiv5fd2w022tf__p003.png,4748021986_qz734oaep68aowydiv5fd2w022tf.pdf,3,pdf,1655,2339,155659f58e3be26aea6efd704156b5acc4c271fe4f1032970aebdd147180478a,0.145793,dup_011,review,exact_duplicate,yes
images/4748021986-qz734oaep68aowydiv5fd2w022tf__p004.png,4748021986_qz734oaep68aowydiv5fd2w022tf.pdf,4,pdf,1655,2339,dc3de6addb68b3d55f636a3028829a9f032a8c4859c2aec4e5bec14b73827968,0.149402,dup_012,review,exact_duplicate,yes
images/4748021986-qz734oaep68aowydiv5fd2w022tf__p005.png,4748021986_qz734oaep68aowydiv5fd2w022tf.pdf,5,pdf,1655,2339,29cc69a202afc8cd3ac5ce4a6400960058322774d4822788dc02e9a90ffcabfe,0.151681,dup_013,review,exact_duplicate,yes
images/4748021986-qz734oaep68aowydiv5fd2w022tf__p006.png,4748021986_qz734oaep68aowydiv5fd2w022tf.pdf,6,pdf,1655,2339,cc77b1540353fee644259b527d2b4cd654f81f5b6d73c43d8938611cb4d24d22,0.111271,dup_014,review,exact_duplicate,yes
images/4748021986-qz734oaep68aowydiv5fd2w022tf__p007.png,4748021986_qz734oaep68aowydiv5fd2w022tf.pdf,7,pdf,1655,2339,d4c4be31118cfc754562fa38edc2cadbba0eb3c1828fc5b7bcf8d45b03be4773,0.066601,dup_015,review,exact_duplicate,yes
